"","JPG","X","Y","W","H","BRAND","CONFIDENCE","FRAME","A1","A2","A3","A4","A5","A6","A7","A8","A9","P1","P2","P3","P4","P5","P6","P7","P8","P9","A","P"
"51","/data/yann/nfl/vid/all_imgs1/part_1_000524.jpg",29,129,222,139,"Gillette",99,524,30858,0,0,0,0,0,0,0,0,0.13259296875,0,0,0,0,0,0,0,0,0.0148813657407407,1.45852265625
"52","/data/yann/nfl/vid/all_imgs1/part_1_000525.jpg",25,110,266,167,"Gillette",99,525,44422,0,0,0,0,0,0,0,0,0.19087578125,0,0,0,0,0,0,0,0,0.0214226466049383,2.09963359375
"53","/data/yann/nfl/vid/all_imgs1/part_1_000526.jpg",26,110,270,169,"Gillette",99,526,45630,0,0,0,0,0,0,0,0,0.19606640625,0,0,0,0,0,0,0,0,0.0220052083333333,2.15673046875
"54","/data/yann/nfl/vid/all_imgs1/part_1_000527.jpg",29,117,270,164,"Gillette",98,527,44280,0,0,0,0,0,0,0,0,0.18834375,0,0,0,0,0,0,0,0,0.0213541666666667,2.07178125
"55","/data/yann/nfl/vid/all_imgs1/part_1_000528.jpg",30,119,274,161,"Gillette",94,528,44114,0,0,0,0,0,0,0,0,0.179978993055556,0,0,0,0,0,0,0,0,0.021274112654321,1.97976892361111
"56","/data/yann/nfl/vid/all_imgs1/part_1_000529.jpg",32,121,273,161,"Gillette",99,529,43953,0,0,0,0,0,0,0,0,0.188860546875,0,0,0,0,0,0,0,0,0.0211964699074074,2.077466015625
"57","/data/yann/nfl/vid/all_imgs1/part_1_000530.jpg",39,128,280,151,"Gillette",99,530,42280,0,0,0,0,0,0,0,0,0.181671875,0,0,0,0,0,0,0,0,0.0203896604938272,1.998390625
"58","/data/yann/nfl/vid/all_imgs1/part_1_000531.jpg",56,123,291,159,"Gillette",99,531,46269,0,0,0,0,0,0,0,0,0.198812109375,0,0,0,0,0,0,0,0,0.0223133680555556,2.186933203125
"59","/data/yann/nfl/vid/all_imgs1/part_1_000534.jpg",78,128,300,158,"Gillette",47,534,47400,0,0,0,0,0,0,0,0,0.0966927083333333,0,0,0,0,0,0,0,0,0.0228587962962963,1.06361979166667
"60","/data/yann/nfl/vid/all_imgs1/part_1_000535.jpg",108,181,177,98,"Gillette",99,535,17346,0,0,0,0,0,0,0,0,0.07453359375,0,0,0,0,0,0,0,0,0.00836516203703704,0.81986953125
"61","/data/yann/nfl/vid/all_imgs1/part_1_000535.jpg",83,127,295,159,"Gillette",57,535,46905,0,0,0,0,0,0,0,0,0.116041015625,0,0,0,0,0,0,0,0,0.0226200810185185,1.276451171875
"62","/data/yann/nfl/vid/all_imgs1/part_1_000537.jpg",92,124,288,161,"Gillette",52,537,46368,0,0,0,0,0,0,0,0,0.10465,0,0,0,0,0,0,0,0,0.0223611111111111,1.15115
"63","/data/yann/nfl/vid/all_imgs1/part_1_000539.jpg",152,174,143,114,"Gillette",99,539,16302,0,0,0,0,0,0,0,0,0.07004765625,0,0,0,0,0,0,0,0,0.00786168981481481,0.77052421875
"64","/data/yann/nfl/vid/all_imgs1/part_1_000540.jpg",157,172,139,120,"Gillette",99,540,16680,0,0,0,0,0,0,0,0,0.071671875,0,0,0,0,0,0,0,0,0.00804398148148148,0.788390625
"65","/data/yann/nfl/vid/all_imgs1/part_1_001122.jpg",1609,372,182,93,"Pepsi",51,1122,0,0,0,0,0,16926,0,0,0,0,0,0,0,0,0.03746640625,0,0,0,0.00816261574074074,0.41213046875
"66","/data/yann/nfl/vid/all_imgs1/part_1_001125.jpg",1637,372,180,92,"Pepsi",54,1125,0,0,0,0,0,16560,0,0,0,0,0,0,0,0,0.0388125,0,0,0,0.00798611111111111,0.4269375
"67","/data/yann/nfl/vid/all_imgs1/part_1_001126.jpg",1657,371,176,95,"Pepsi",41,1126,0,0,0,0,0,16720,0,0,0,0,0,0,0,0,0.0297534722222222,0,0,0,0.00806327160493827,0.327288194444444
"68","/data/yann/nfl/vid/all_imgs1/part_1_001129.jpg",1689,370,170,96,"Pepsi",45,1129,0,0,0,0,0,16320,0,0,0,0,0,0,0,0,0.031875,0,0,0,0.00787037037037037,0.350625
"69","/data/yann/nfl/vid/all_imgs1/part_1_001129.jpg",1717,359,113,111,"Pepsi",93,1129,0,0,113,0,0,12430,0,0,0,0,0,0.000456119791666667,0,0,0.0501731770833333,0,0,0,0.00604890046296296,0.556922265625
"70","/data/yann/nfl/vid/all_imgs1/part_1_001135.jpg",1719,368,175,96,"Pepsi",40,1135,0,0,0,0,0,16800,0,0,0,0,0,0,0,0,0.0291666666666667,0,0,0,0.00810185185185185,0.320833333333333
"71","/data/yann/nfl/vid/all_imgs1/part_1_001171.jpg",1646,230,172,109,"Gillette",50,1171,0,0,18748,0,0,0,0,0,0,0,0,0.0406857638888889,0,0,0,0,0,0,0.00904128086419753,0.447543402777778
"72","/data/yann/nfl/vid/all_imgs1/part_1_001208.jpg",1645,219,197,94,"Gillette",99,1208,0,0,18518,0,0,0,0,0,0,0,0,0.07956953125,0,0,0,0,0,0,0.00893036265432099,0.87526484375
"73","/data/yann/nfl/vid/all_imgs1/part_1_001209.jpg",1613,159,297,152,"Gillette",61,1209,0,0,45144,0,0,0,0,0,0,0,0,0.119521875,0,0,0,0,0,0,0.0217708333333333,1.314740625
"74","/data/yann/nfl/vid/all_imgs1/part_1_001514.jpg",0,102,1560,622,"New England Patriots",57,1514,165120,165120,72240,230400,230400,100800,2560,2560,1120,0.4085,0.4085,0.17871875,0.57,0.57,0.249375,0.00633333333333333,0.00633333333333333,0.00277083333333333,0.467939814814815,26.97584375
"75","/data/yann/nfl/vid/all_imgs1/part_1_001519.jpg",0,113,1683,510,"New England Patriots",47,1519,158080,158080,99541,168320,168320,105989,0,0,0,0.322472222222222,0.322472222222222,0.203056727430556,0.343361111111111,0.343361111111111,0.216210199652778,0,0,0,0.413932291666667,19.6036306423611
"76","/data/yann/nfl/vid/all_imgs1/part_1_001520.jpg",0,113,1688,501,"New England Patriots",47,1520,158080,158080,100776,162560,162560,103632,0,0,0,0.322472222222222,0.322472222222222,0.205576041666667,0.331611111111111,0.331611111111111,0.211402083333333,0,0,0,0.407835648148148,19.3082038194444
"77","/data/yann/nfl/vid/all_imgs1/part_1_001522.jpg",0,109,1563,498,"New England Patriots",42,1522,160640,160640,71033,158080,158080,69901,0,0,0,0.292833333333333,0.292833333333333,0.129487239583333,0.288166666666667,0.288166666666667,0.127423697916667,0,0,0,0.375373263888889,15.8961869791667
"78","/data/yann/nfl/vid/all_imgs1/part_1_001524.jpg",0,128,1701,497,"New England Patriots",52,1524,148480,148480,97672,169600,169600,111565,0,0,0,0.335111111111111,0.335111111111111,0.220440277777778,0.382777777777778,0.382777777777778,0.251796006944444,0,0,0,0.4076953125,21.3709324652778
"79","/data/yann/nfl/vid/all_imgs1/part_1_001526.jpg",0,128,1631,470,"New England Patriots",59,1526,148480,148480,81432,152320,152320,83538,0,0,0,0.380222222222222,0.380222222222222,0.208528125,0.390055555555556,0.390055555555556,0.21392109375,0,0,0,0.36968074845679,21.9831080729167
"80","/data/yann/nfl/vid/all_imgs1/part_1_001535.jpg",0,115,1919,502,"New England Patriots",54,1535,156800,156800,156555,164480,164480,164223,0,0,0,0.3675,0.3675,0.36692578125,0.3855,0.3855,0.38489765625,0,0,0,0.464572723765432,25.2215578125
"81","/data/yann/nfl/vid/all_imgs1/part_1_001539.jpg",0,113,1626,507,"New England Patriots",41,1539,158080,158080,85462,166400,166400,89960,0,0,0,0.281305555555556,0.281305555555556,0.152080815972222,0.296111111111111,0.296111111111111,0.160085069444444,0,0,0,0.397560763888889,16.4331025173611
"82","/data/yann/nfl/vid/all_imgs1/part_1_002178.jpg",788,514,196,102,"GMC",99,2178,0,0,0,0,19992,0,0,0,0,0,0,0,0,0.085903125,0,0,0,0,0.0096412037037037,1.0308375
"83","/data/yann/nfl/vid/all_imgs1/part_1_002179.jpg",785,515,199,102,"GMC",99,2179,0,0,0,0,20298,0,0,0,0,0,0,0,0,0.08721796875,0,0,0,0,0.00978877314814815,1.046615625
"84","/data/yann/nfl/vid/all_imgs1/part_1_002180.jpg",787,514,199,101,"GMC",99,2180,0,0,0,0,20099,0,0,0,0,0,0,0,0,0.086362890625,0,0,0,0,0.00969280478395062,1.0363546875
"85","/data/yann/nfl/vid/all_imgs1/part_1_002181.jpg",785,515,199,100,"GMC",99,2181,0,0,0,0,19900,0,0,0,0,0,0,0,0,0.0855078125,0,0,0,0,0.00959683641975309,1.02609375
"86","/data/yann/nfl/vid/all_imgs1/part_1_002182.jpg",784,515,200,101,"GMC",99,2182,0,0,0,0,20200,0,0,0,0,0,0,0,0,0.086796875,0,0,0,0,0.00974151234567901,1.0415625
"87","/data/yann/nfl/vid/all_imgs1/part_1_002183.jpg",781,517,196,101,"GMC",99,2183,0,0,0,0,19796,0,0,0,0,0,0,0,0,0.0850609375,0,0,0,0,0.00954668209876543,1.02073125
"88","/data/yann/nfl/vid/all_imgs1/part_1_002184.jpg",779,516,202,100,"GMC",99,2184,0,0,0,0,20200,0,0,0,0,0,0,0,0,0.086796875,0,0,0,0,0.00974151234567901,1.0415625
"89","/data/yann/nfl/vid/all_imgs1/part_1_002185.jpg",782,516,197,102,"GMC",99,2185,0,0,0,0,20094,0,0,0,0,0,0,0,0,0.08634140625,0,0,0,0,0.00969039351851852,1.036096875
"90","/data/yann/nfl/vid/all_imgs1/part_1_002186.jpg",784,516,199,102,"GMC",99,2186,0,0,0,0,20298,0,0,0,0,0,0,0,0,0.08721796875,0,0,0,0,0.00978877314814815,1.046615625
"91","/data/yann/nfl/vid/all_imgs1/part_1_002187.jpg",784,517,201,101,"GMC",99,2187,0,0,0,0,20301,0,0,0,0,0,0,0,0,0.087230859375,0,0,0,0,0.00979021990740741,1.0467703125
"92","/data/yann/nfl/vid/all_imgs1/part_1_002188.jpg",785,517,201,102,"GMC",99,2188,0,0,0,0,20502,0,0,0,0,0,0,0,0,0.08809453125,0,0,0,0,0.00988715277777778,1.057134375
"93","/data/yann/nfl/vid/all_imgs1/part_1_002189.jpg",788,517,194,104,"GMC",99,2189,0,0,0,0,20176,0,0,0,0,0,0,0,0,0.08669375,0,0,0,0,0.00972993827160494,1.040325
"94","/data/yann/nfl/vid/all_imgs1/part_1_002190.jpg",786,515,188,103,"GMC",99,2190,0,0,0,0,19364,0,0,0,0,0,0,0,0,0.0832046875,0,0,0,0,0.0093383487654321,0.99845625
"95","/data/yann/nfl/vid/all_imgs1/part_1_002191.jpg",789,517,188,103,"GMC",97,2191,0,0,0,0,19364,0,0,0,0,0,0,0,0,0.0815237847222222,0,0,0,0,0.0093383487654321,0.978285416666667
"96","/data/yann/nfl/vid/all_imgs1/part_1_002192.jpg",789,517,188,103,"GMC",97,2192,0,0,0,0,19364,0,0,0,0,0,0,0,0,0.0815237847222222,0,0,0,0,0.0093383487654321,0.978285416666667
"97","/data/yann/nfl/vid/all_imgs1/part_1_002193.jpg",789,517,199,103,"GMC",98,2193,0,0,0,0,20497,0,0,0,0,0,0,0,0,0.0871834201388889,0,0,0,0,0.00988474151234568,1.04620104166667
"98","/data/yann/nfl/vid/all_imgs1/part_1_002194.jpg",787,518,203,103,"GMC",98,2194,0,0,0,0,20909,0,0,0,0,0,0,0,0,0.0889358506944444,0,0,0,0,0.0100834297839506,1.06723020833333
"99","/data/yann/nfl/vid/all_imgs1/part_1_002195.jpg",809,520,210,100,"GMC",98,2195,0,0,0,0,21000,0,0,0,0,0,0,0,0,0.0893229166666667,0,0,0,0,0.0101273148148148,1.071875
"100","/data/yann/nfl/vid/all_imgs1/part_1_002196.jpg",808,521,211,99,"GMC",97,2196,0,0,0,0,20889,0,0,0,0,0,0,0,0,0.087944140625,0,0,0,0,0.0100737847222222,1.0553296875
"101","/data/yann/nfl/vid/all_imgs1/part_1_002197.jpg",809,521,210,99,"GMC",91,2197,0,0,0,0,20790,0,0,0,0,0,0,0,0,0.08211328125,0,0,0,0,0.0100260416666667,0.985359375
"102","/data/yann/nfl/vid/all_imgs1/part_1_002198.jpg",805,521,211,100,"GMC",74,2198,0,0,0,0,21100,0,0,0,0,0,0,0,0,0.0677690972222222,0,0,0,0,0.0101755401234568,0.813229166666667
"103","/data/yann/nfl/vid/all_imgs1/part_1_002199.jpg",805,522,216,98,"GMC",89,2199,0,0,0,0,21168,0,0,0,0,0,0,0,0,0.08176875,0,0,0,0,0.0102083333333333,0.981225
"104","/data/yann/nfl/vid/all_imgs1/part_1_002201.jpg",803,523,219,97,"GMC",91,2201,0,0,0,0,21243,0,0,0,0,0,0,0,0,0.0839024739583333,0,0,0,0,0.0102445023148148,1.0068296875
"105","/data/yann/nfl/vid/all_imgs1/part_1_002202.jpg",803,523,219,97,"GMC",93,2202,0,0,0,0,21243,0,0,0,0,0,0,0,0,0.085746484375,0,0,0,0,0.0102445023148148,1.0289578125
"106","/data/yann/nfl/vid/all_imgs1/part_1_002203.jpg",807,522,217,98,"GMC",80,2203,0,0,0,0,21266,0,0,0,0,0,0,0,0,0.0738402777777778,0,0,0,0,0.0102555941358025,0.886083333333333
"107","/data/yann/nfl/vid/all_imgs1/part_1_002204.jpg",808,522,214,98,"GMC",86,2204,0,0,0,0,20972,0,0,0,0,0,0,0,0,0.0782809027777778,0,0,0,0,0.0101138117283951,0.939370833333333
"108","/data/yann/nfl/vid/all_imgs1/part_1_002205.jpg",777,537,273,64,"GMC",46,2205,0,0,0,0,17472,0,0,0,0,0,0,0,0,0.0348833333333333,0,0,0,0,0.00842592592592593,0.4186
"109","/data/yann/nfl/vid/all_imgs1/part_1_002206.jpg",804,520,214,101,"GMC",80,2206,0,0,0,0,21614,0,0,0,0,0,0,0,0,0.0750486111111111,0,0,0,0,0.0104234182098765,0.900583333333333
"110","/data/yann/nfl/vid/all_imgs1/part_1_002207.jpg",802,520,216,100,"GMC",60,2207,0,0,0,0,21600,0,0,0,0,0,0,0,0,0.05625,0,0,0,0,0.0104166666666667,0.675
"111","/data/yann/nfl/vid/all_imgs1/part_1_002208.jpg",806,521,213,100,"GMC",97,2208,0,0,0,0,21300,0,0,0,0,0,0,0,0,0.0896744791666667,0,0,0,0,0.0102719907407407,1.07609375
"112","/data/yann/nfl/vid/all_imgs1/part_1_002209.jpg",784,520,208,102,"GMC",97,2209,0,0,0,0,21216,0,0,0,0,0,0,0,0,0.0893208333333333,0,0,0,0,0.0102314814814815,1.07185
"113","/data/yann/nfl/vid/all_imgs1/part_1_002210.jpg",789,519,203,100,"GMC",97,2210,0,0,0,0,20300,0,0,0,0,0,0,0,0,0.0854644097222222,0,0,0,0,0.00978973765432099,1.02557291666667
"114","/data/yann/nfl/vid/all_imgs1/part_1_002211.jpg",792,518,194,101,"GMC",98,2211,0,0,0,0,19594,0,0,0,0,0,0,0,0,0.0833425347222222,0,0,0,0,0.00944926697530864,1.00011041666667
"115","/data/yann/nfl/vid/all_imgs1/part_1_002212.jpg",793,518,193,101,"GMC",98,2212,0,0,0,0,19493,0,0,0,0,0,0,0,0,0.0829129340277778,0,0,0,0,0.00940055941358025,0.994955208333333
"116","/data/yann/nfl/vid/all_imgs1/part_1_002213.jpg",789,519,197,100,"GMC",92,2213,0,0,0,0,19700,0,0,0,0,0,0,0,0,0.0786631944444444,0,0,0,0,0.00950038580246914,0.943958333333333
"117","/data/yann/nfl/vid/all_imgs1/part_1_002214.jpg",784,518,202,100,"GMC",96,2214,0,0,0,0,20200,0,0,0,0,0,0,0,0,0.0841666666666667,0,0,0,0,0.00974151234567901,1.01
"118","/data/yann/nfl/vid/all_imgs1/part_1_002215.jpg",782,518,201,100,"GMC",98,2215,0,0,0,0,20100,0,0,0,0,0,0,0,0,0.0854947916666667,0,0,0,0,0.00969328703703704,1.0259375
"119","/data/yann/nfl/vid/all_imgs1/part_1_002216.jpg",780,518,200,100,"GMC",93,2216,0,0,0,0,20000,0,0,0,0,0,0,0,0,0.0807291666666667,0,0,0,0,0.00964506172839506,0.96875
"120","/data/yann/nfl/vid/all_imgs1/part_1_002217.jpg",780,518,201,100,"GMC",96,2217,0,0,0,0,20100,0,0,0,0,0,0,0,0,0.08375,0,0,0,0,0.00969328703703704,1.005
